ID	GeneSymbol
axo02119-f_at	
axo11435-f_at	HRSP12
axo21757-r_at	
axo03441-f_at	EFEMP1
axo17431-r_at	PRDM9
axo25932-f_at	
axo02121-r_at	APLF
axo07032-f_at	CCNA2
axo13638-r_at	MTIF2
axo29798-f_at	
axo23201-f_at	
axo18613-r_at	TM6SF1
axo19429-f_s_at	TPM1
axo06779-f_at	TEF
axo13813-f_at	ZNF330
axo28207-f_at	
axo13660-f_at	HEBP2
axo28087-f_at	
axo08216-r_at	MUC2
axo19915-f_at	ARF1
axo25509-f_at	
axo08456-r_at	PPP2CA
axo24604-f_at	
axo09553-f_at	SUCLA2
axo17698-r_at	COG6
axo08842-f_at	SP3
axo06987-f_at	ARHGAP5
axo10058-f_at	PHC1
axo02811-f_at	EIF4G1
axo04144-f_at	
axo09143-f_at	ZNF268
axo26954-f_at	
axo03846-f_at	PRMT5
axo30018-f_at	
axo01139-r_at	DENND5B
axo18724-f_at	C9orf16
axo07353-f_at	HIF1A
axo30301-f_at	
axo31591-f_at	
axo17268-f_at	KIAA1217
axo31576-f_at	
axo27015-f_at	
axo19938-f_at	KIAA1826
axo05515-r_at	MYO7A
axo08944-f_at	NFE2L1
axo18913-f_at	QTRTD1
axo12914-f_at	TARDBP
axo15059-f_at	RAB11FIP5
axo12515-r_at	RABL4
axo17627-f_at	REXO1
axo14128-r_at	FARP2
axo03148-r_at	TCEA2
axo08852-f_at	SPG7
axo05261-r_at	NUDT19
axo04176-r_at	INTS6
axo03686-f_at	
axo25439-f_at	
axo05987-f_at	IQCG
axo19923-r_at	BAZ1B
axo04349-r_at	TATDN3
axo08239-r_at	MYH3
axo01773-f_at	USP43
axo09368-f_at	BLZF1
axo10647-f_at	MARS
axo13957-r_at	IPO13
axo07414-f_at	ADD2
axo13186-r_at	ICMT
axo10895-r_at	ELK3
axo19575-f_at	TTC25
axo19977-f_at	MRPL36
axo01335-f_at	EVC2
axo21691-r_at	
axo10557-f_at	ATP5J2
axo29361-f_at	
axo31475-f_s_at	
axo09141-f_at	ZNF268
axo06962-f_at	BEGAIN
axo15422-r_at	ABHD5
axo04976-f_at	C1orf43
axo04217-r_at	SPOCK3
axo16484-r_at	C10orf118
axo13497-f_at	SLC43A3
axo17225-r_at	DDX49
axo16074-f_at	DIRAS2
axo20056-f_at	TMEM147
axo09798-r_at	IDH3G
axo25051-f_at	
axo19255-f_at	NAT13
axo06576-f_at	BSDC1
axo25427-f_at	
axo08445-f_at	PPL
axo13563-f_at	NFYC
axo25612-f_at	
axo04561-f_at	SFRS1
axo17959-f_at	DEAF1
axo26979-f_at	
axo10671-f_at	NDUFB8
axo00367-r_at	ZSWIM1
axo04621-f_at	GYG2
axo21933-f_at	
axo13747-f_at	LAMP3
axo31420-f_at	
axo18977-f_at	ASB13
axo19530-r_at	MRPS15
axo06546-r_at	BDNF
axo14971-f_at	NIPBL
axo00255-r_at	CLIC6
axo27701-f_at	
axo24012-f_at	
axo03288-f_at	PRDM10
axo08043-r_at	KPNA5
axo11463-f_at	BET1
axo18337-f_at	LRRC4
axo12683-f_at	ATP5I
axo17045-f_at	CTTNBP2NL
axo12689-f_at	SSR3
axo13134-r_at	MMD
axo30853-f_at	
axo14927-f_at	LARS2
axo31539-f_at	
axo07523-f_at	CFB
axo04658-f_at	GLB1L3
axo04903-f_x_at	ACTA1
axo13617-r_at	MAPRE2
axo29213-f_at	
axo30683-f_at	
axo10293-f_at	BAT3
axo11030-f_at	PHF2
axo02341-f_at	PTPMT1
axo22489-f_at	
axo27232-f_at	
axo03343-r_at	NELL1
axo25660-f_at	
axo24278-r_at	
axo04949-r_at	C16orf89
axo20300-f_at	NKD1
axo25062-f_at	
axo20194-r_at	C3orf34
axo18298-f_at	GJA1
axo12905-f_at	RASA3
axo10152-r_at	HUS1
axo23210-f_at	
axo03743-f_at	LOC100129924
axo14517-r_at	PEG10
axo29493-f_at	
axo22729-f_at	
axo10341-f_at	NMI
axo02105-r_at	RLBP1L1
axo12240-f_at	POLD3
axo09688-f_at	NPR3
axo18419-f_at	MPP5
axo00493-r_at	UBE3A
axo01878-f_at	ZNF367
axo31692-f_at	
axo01499-f_at	ZNF786
axo18364-f_at	EDAR
axo19621-f_at	RIOK1
axo07067-f_at	CHD4
axo26962-f_at	
axo23121-r_at	
axo06743-f_at	FAM185A
axo18409-r_at	AZI2
axo01229-r_at	SENP8
axo12275-r_at	POP4
axo03520-f_at	LMOD2
axo07314-r_at	BLOC1S1
axo24658-f_at	
axo27867-f_at	
axo22498-f_at	
axo10968-f_at	HIST1H1B
axo02497-f_at	NOP2
axo15053-f_at	ADA
axo07212-r_s_at	ECH1
axo20034-f_s_at	CARD6
axo19869-r_at	DNAJC30
axo07986-f_at	ITGA5
axo12885-f_at	MMRN1
axo11816-f_at	PCM1
axo30719-f_at	
axo17585-r_at	SNX14
axo31629-f_at	
axo04600-f_at	PCCA
axo02997-f_at	MLX
axo20085-f_s_at	USMG5
axo18676-r_at	CUEDC2
axo03402-r_at	IYD
axo29936-f_at	
axo22036-f_at	
axo20135-r_at	ZNF382
axo01219-r_at	FAM84A
axo11265-r_at	SLC35A2
axo06659-f_at	BAIAP2
axo14891-f_at	KIAA0895
axo05010-f_at	ODZ4
axo27242-f_at	
axo09373-f_at	PRPF18
axo07542-f_at	BSG
axo30145-f_at	
axo18014-r_at	RECK
axo08838-f_at	SORL1
axo18134-r_at	ZFYVE1
axo21387-f_s_at	MYL1
axo08267-f_s_at	NDUFA4
axo25564-f_at	
axo16594-f_at	POLR3E
axo15110-f_at	DAK
axo06357-f_at	CASP8AP2
axo17761-f_at	ZNF319
axo03514-r_at	LRRC20
axo01023-f_at	ZNF513
axo10321-f_at	RAB11A
axo19513-f_at	FAHD1
axo15159-f_at	HERC4
axo14116-f_at	PLEKHM1
axo06760-f_at	LRTOMT
axo05502-f_at	AEBP1
axo01459-r_at	C1orf172
axo16020-f_s_at	MYH4
axo23600-f_at	
axo00313-r_at	BRD4
axo23948-f_at	
axo04525-f_at	DPH5
axo06398-f_at	CCNYL1
axo31445-f_at	
axo19487-f_at	C1QTNF3
axo21091-f_at	SERBP1
axo18979-f_at	DHRS12
axo03528-f_at	MBNL2
axo01319-f_at	EDARADD
axo13832-f_at	TOR1B
axo17186-r_at	PCDH18
axo26195-f_at	
axo27009-f_at	
axo29042-f_at	
axo05684-f_at	TPP1
axo12435-r_at	SF3A3
AFFX-r2-Bs-dap-M_at	
axo31332-f_at	
axo10451-f_at	PPIG
axo19140-f_at	ZHX1
axo12474-f_at	COPS6
axo18000-r_at	LRRC67
axo03202-f_at	AES
axo08814-r_at	SMARCE1
axo06833-f_at	XPC
axo16286-r_at	CHCHD3
axo11561-f_at	MYH1
axo03227-f_at	MDFIC
axo12386-f_at	UGP2
axo05294-f_at	FLNA
axo31263-f_at	
axo08073-f_at	LDHB
axo11190-f_at	LCP2
axo02348-f_at	TXLNA
axo10725-f_at	RAPSN
axo01369-f_at	BOD1L
axo13572-r_at	VAMP2
axo19735-f_at	HDHD2
axo15016-f_at	TRPM3
axo26363-f_at	
axo08550-f_at	PTBP1
axo16953-f_at	ACTR10
axo28840-f_at	
axo01930-f_at	ZNF398
axo11366-f_at	PDZK1IP1
axo17564-f_at	NAV1
axo11665-f_at	RBM12
axo17745-f_at	TAOK1
axo15935-f_at	CLSTN1
axo15542-f_at	RNFT1
AFFX-DapX-5_at	
axo08423-f_at	PLP2
axo29975-f_at	
axo30227-f_at	
axo11992-r_at	PPIH
axo12002-f_at	SEC23A
axo08819-r_at	SNAPC2
axo29363-f_at	
axo06932-f_at	SLC25A4
axo30654-f_at	
axo11344-r_at	NAMPT
axo00397-f_at	SLC35A4
axo07864-r_at	ADRA2A
axo02613-f_at	C1orf88
axo02719-r_at	C14orf83
axo29666-f_at	
axo09358-f_at	CAMK1
axo02285-f_at	C14orf21
axo27843-f_at	
axo13838-f_at	CNOT3
axo17822-f_at	FBXW7
axo12902-f_at	NID2
axo24665-f_at	
axo03986-f_at	
axo17213-f_at	FAM35A
axo00880-r_at	MSI2
axo01294-f_at	ATPAF2
axo18020-f_s_at	EEF1B2
axo06839-f_at	MPZ
axo17656-f_at	ARID1B
axo19344-f_at	CPEB1
axo03735-f_at	IGH@
axo28280-f_at	
axo08881-r_at	SSBP1
axo15938-f_at	STX18
axo00315-f_at	BRD4
axo01465-f_at	MYOM3
axo16923-f_at	UBAP2
axo30444-f_at	
axo05116-f_at	FAM184A
axo09116-r_at	ZAN
axo05683-f_at	KCTD6
axo16019-r_at	MYH4
axo19969-f_at	PHF6
axo30439-f_at	
axo05856-f_at	ZNF195
axo23893-f_at	
axo14323-f_at	LIMCH1
axo05364-r_at	LIMA1
axo08860-r_at	SPTBN1
axo22470-r_at	
axo15258-f_at	MMADHC
axo01555-f_at	ARL6IP6
axo30667-f_at	
axo30608-f_at	
axo13368-r_s_at	OLA1
axo25188-f_at	
axo04307-f_at	CAST
axo29835-f_at	
axo02725-f_at	
axo11764-f_at	LRMP
axo17228-f_at	SGTB
axo14284-f_at	BAHD1
axo10253-f_at	SFRS8
axo01495-f_at	METTL6
axo05078-r_at	ITPR1
axo06420-f_at	AMT
axo25145-f_at	
axo06419-f_at	PNPLA4
axo23646-f_at	
axo16780-f_at	ZNF654
axo02106-f_at	C15orf26
axo10719-f_at	PWP2
axo19232-r_at	WDR19
axo15121-f_at	PTCD1
axo07593-f_at	CDH3
axo20902-f_s_at	TUBB2C
axo22530-f_at	
axo19805-f_at	ZCCHC7
axo29695-f_at	
axo15532-r_at	PKD2L1
axo23124-r_at	
axo16726-r_at	OGFOD1
axo05604-f_at	FLNC
axo01272-r_at	ZNF509
axo31549-f_at	
axo01210-f_at	CHURC1
axo28774-f_at	
axo14063-f_at	MTSS1
axo19548-r_at	GLT8D2
axo22581-r_at	
axo09839-f_at	KDM5C
axo12635-f_at	UBE2C
axo02115-f_at	GTF2IRD2
axo03354-r_at	ZMYM3
axo01408-f_at	IQCH
axo22369-f_at	
axo14129-f_at	KIAA0319
axo22454-f_at	
axo13965-r_at	PHF14
axo13023-r_at	HNRNPH3
axo08629-f_at	RABIF
axo15780-f_at	CHMP5
axo23465-r_at	
axo13538-r_at	MRPL22
axo09803-f_at	NDUFB7
axo18307-r_at	CXorf56
axo20346-f_at	CDKN1C
axo01770-f_at	TMPO
axo06994-f_at	BAK1
axo30689-f_at	
axo05875-f_at	GM2A
axo16361-r_at	ULK4
axo13542-r_at	HSPC159
axo18423-f_at	TMEM168
axo16264-f_at	SEMA4C
axo11110-f_at	CD44
axo16980-f_at	USP49
axo24181-f_at	
axo15878-f_at	GMIP
axo05300-r_at	MECP2
axo21515-f_at	GRIP2
axo01857-f_at	HOXA3
axo04097-f_at	LOC100128612
axo30832-f_at	
axo10592-f_at	CDH6
axo13374-f_at	CNOT7
axo00450-f_at	COLEC12
axo18323-r_at	CDH23
axo27402-f_at	
axo17542-f_at	GBE1
axo25741-f_at	
axo10542-r_at	GOSR1
axo07019-r_at	CAMK2B
axo12442-f_at	CBX1
axo04639-f_at	LDB3
axo23488-f_at	
axo01353-r_at	LASS5
axo06215-f_at	PABPC4
axo13932-r_at	TTLL4
axo15385-f_at	APIP
axo03910-f_at	LOC100128274
axo09875-f_at	TRIP13
axo18031-f_at	TNFAIP1
axo11839-r_at	PIN1
axo09240-r_at	EEA1
axo09966-f_at	BUB1
axo09730-r_at	B2M
axo29388-f_at	
axo03806-r_at	LOC100129323
axo14360-r_at	SPEN
axo19880-f_at	GINS4
axo16863-f_at	C1orf103
axo05274-f_at	ABCA4
axo19270-r_at	ELL3
axo17357-r_at	TMEM167B
axo11237-f_at	ACSM3
axo17177-r_at	TMCO1
axo31665-f_s_at	
axo28268-f_at	
axo09850-r_at	AIFM1
axo29912-f_at	
axo18431-f_at	TMEM93
axo27321-f_at	
axo13300-r_at	ZNF180
axo23998-r_at	
axo13740-r_at	D4S234E
axo17350-f_at	TM9SF3
axo30045-f_at	
axo20072-r_at	MPV17L2
axo26906-f_at	
axo03658-f_at	
AFFX-r2-Bs-lys-M_at	
axo06596-r_at	BANF1
axo06165-f_at	MYL2
axo09588-f_at	NR1I2
axo16380-f_at	OXSM
axo23992-f_at	
axo04659-f_at	ZBTB38
axo05309-r_at	DDX54
axo01617-r_at	
axo09370-f_at	CDC14A
axo00735-r_at	SP140L
axo07565-r_at	CAPNS1
axo31419-f_at	
axo12813-r_at	DUSP12
axo29236-f_at	
axo03507-f_at	
AFFX-r2-Bs-lys-3_at	
axo09405-f_at	RDH16
axo13407-r_at	STOML2
axo11103-f_at	NAALAD2
axo13864-f_at	LMCD1
axo03449-f_at	CLYBL
axo01084-r_at	C1orf51
axo01879-f_at	ANKRD44
axo05486-r_at	TP53
axo13615-r_at	PLK4
axo17614-r_s_at	CLK4
axo08417-f_at	PLCG1
axo09213-r_at	GSTP1
axo04823-f_at	AADAC
axo13225-f_at	SSBP2
axo22090-f_at	
axo05580-f_at	ZNF84
axo02268-r_at	AK5
axo08609-f_at	PCYT2
axo17741-f_at	GCDH
axo08685-r_at	RGR
axo08461-f_at	PPP4C
axo13511-r_at	CNTNAP2
axo10348-f_at	ATP6V0D1
axo15150-f_at	POLDIP2
axo01428-r_at	KTELC1
axo01643-f_at	PATL1
axo20013-f_at	TTBK1
axo30007-f_at	
axo10731-r_s_at	SFPQ
axo20242-f_at	SEC23B
axo05262-r_at	DHRS7C
AFFX-r2-Ec-bioB-M_at	
axo14549-f_at	ATN1
axo00107-r_at	N4BP2L1
axo06680-f_at	DTWD1
axo03091-f_at	PHF20L1
axo30881-f_at	
axo05120-f_at	C21orf91
axo31484-f_at	
axo29976-f_at	
axo31245-f_at	
axo05678-f_at	NPHP1
axo24750-f_at	
axo19640-f_at	GORASP1
axo13496-f_at	DUOX2
axo09978-r_at	POR
axo10153-f_at	IDI1
axo16976-r_at	MCM10
axo03571-f_at	C5orf48
axo02747-f_at	WDR53
axo07197-f_at	DPYSL3
axo19201-f_s_at	KIAA1305
axo29951-f_at	
axo22284-f_at	
axo12982-f_at	LPAR3
axo20289-f_at	C6orf153
axo14849-r_at	DPY19L1
axo10300-r_at	PABPN1
axo06805-r_at	BCHE
axo07030-f_at	SERPINH1
axo13670-f_at	SLC7A11
axo30048-f_at	
axo15969-f_at	NUP54
axo25429-f_at	
axo16568-f_at	NETO2
axo03187-f_at	C1orf183
axo02287-r_at	UGT3A2
axo18644-r_at	C1orf163
axo05687-f_at	VGLL4
axo30161-f_at	
axo17639-f_at	
axo21334-f_at	HIATL1
axo11800-f_at	OAS3
axo27835-f_at	
axo13447-f_at	WDR37
axo08923-f_at	ADAM17
axo12057-f_at	RPP30
axo30602-f_at	
axo00215-r_at	CD74
axo05901-f_at	ENPP2
axo17374-r_at	GAMT
axo20154-r_at	MASTL
axo03217-f_at	NSUN4
axo26258-f_at	
axo09647-r_at	SKAP2
axo07682-r_at	CRHR2
axo22058-r_at	
axo18244-f_at	FAM48A
axo29238-f_at	
axo22691-r_at	
axo30806-f_at	
axo31421-f_at	
axo03372-r_at	RBPJ
axo01077-f_at	C1orf58
axo08631-r_at	RAD23B
axo18897-f_at	OGFOD2
axo15623-r_at	SNX9
axo06267-f_at	TRPC4
axo10839-f_at	PPT2
axo31449-f_at	
axo08344-f_at	PBX1
axo10684-f_at	RPL27A
axo16284-f_at	UBE2R2
axo31291-f_at	
axo03326-r_at	LUC7L
axo02079-f_at	C10orf104
axo02377-r_at	GATC
axo10643-f_at	LIMS1
axo02567-r_at	IL22RA2
axo04444-f_at	C9orf116
axo30422-f_at	
axo29763-f_at	
axo21669-f_at	
axo07721-f_at	DES
axo20169-r_at	WDR73
axo26035-f_at	
axo03026-f_s_at	CXorf23
axo09756-f_at	TIMM8A
axo02410-f_at	SULT1A1
axo13798-f_at	DIMT1L
axo02629-f_at	DNAJC24
axo18997-f_at	IQCA1
axo05899-f_at	CAB39
axo02879-f_at	RNF14
axo07867-f_at	GFPT1
axo09596-f_at	FCGBP
axo16831-f_at	
axo02987-r_at	NME1
axo02963-f_at	ZDHHC16
axo30937-f_at	
axo24154-f_at	
axo30852-f_at	
axo15378-f_at	RWDD1
axo11676-f_at	COX4NB
axo07273-r_at	FAAH
axo15515-r_at	IER3IP1
axo12961-f_at	TPX2
axo07038-r_at	VWF
axo21604-r_at	
axo01534-f_at	TMEM199
axo21827-r_at	
axo10614-f_at	GPR183
axo11068-f_at	TECTA
axo17520-r_at	C12orf4
axo19308-f_at	DNAJC5
axo26276-f_at	
axo09537-f_at	RIOK3
axo31710-f_s_at	
axo11403-f_s_at	MPHOSPH6
axo13672-r_at	SMPX
axo16799-r_at	BRF2
axo04259-f_at	TTC23
axo15565-r_at	PPME1
axo04233-f_at	CCDC56
axo02985-f_at	VHL
axo23975-f_at	
axo05535-r_at	CACNA1A
axo01171-r_at	C11orf66
axo06653-f_at	GALNS
axo23694-r_at	
axo05059-f_at	TRIM32
axo30699-f_at	
axo03856-f_at	
axo07025-f_at	CASQ1
axo03100-f_at	HDDC3
axo24201-r_at	
axo23079-f_at	
axo29970-f_at	
axo15362-f_at	C3orf32
axo01427-f_at	RAB42
axo18010-f_at	MRPS12
axo18924-f_at	USP1
axo31264-f_at	
axo01010-r_at	CCDC43
axo31345-f_at	
axo19774-f_at	UTP15
axo19602-f_at	SESN2
axo04257-f_at	NCALD
axo05336-r_at	LOC100134934
axo07342-r_at	GTF3C1
axo24724-f_at	
axo04521-r_at	ZFYVE19
axo21793-r_at	
axo15446-f_at	OTUD6B
axo06363-f_at	ATXN1L
axo17139-f_at	RIN2
axo12254-f_at	RBBP9
axo10906-f_at	ETS1
axo06729-f_at	PRMT3
axo08788-f_at	SLC9A1
axo03361-f_at	LRRN2
axo08319-f_at	ORC5L
axo29345-f_at	
axo15707-f_at	WBP11
axo04625-f_at	PDHA1
axo12380-f_at	SLC20A2
axo18115-f_at	WIZ
axo04371-f_at	TRAK1
axo18677-f_at	GIYD1
axo03596-f_at	BLOC1S3
axo18125-f_at	MYOZ1
axo08874-f_at	SRPK1
axo17093-f_at	ERRFI1
axo03311-r_at	MUTED
axo07074-f_s_at	CIRBP
axo04797-r_at	CA10
axo28182-f_at	
axo09758-r_at	DNTT
axo28447-f_at	
axo11978-f_at	LYPLA1
axo16870-f_at	C19orf66
axo21762-r_at	
axo31716-f_at	
axo12605-f_at	ADAMTS1
axo11138-r_at	CFL1
axo16547-r_at	FAM102B
axo01563-r_at	BTNL9
axo24150-f_at	
axo04472-f_at	LOC201229
axo16373-r_at	PRPF40A
axo31244-f_at	
axo10958-f_at	LPAR4
axo02807-r_at	TRNT1
axo30962-f_at	
axo10571-f_at	C16orf7
axo00060-f_at	CTTNBP2
axo05840-f_at	APBA2
axo16113-f_at	TRPM4
axo16979-f_at	KIAA1704
axo19027-r_at	ZMYM1
axo05328-f_at	BRD2
axo07645-f_at	COL4A2
axo15553-f_at	MYEF2
axo00790-r_at	CTTN
axo09902-r_at	PNLIP
axo16112-f_at	SUV420H1
axo12488-f_at	COPS5
axo21934-r_at	
axo01553-f_at	COMMD1
axo01696-f_at	FAM133B
axo12409-f_at	QKI
axo08062-f_at	LAMB2
axo30645-f_at	
axo03046-r_at	PTPLB
axo18761-f_at	DCAF10
axo02683-f_at	PRX
axo15109-f_at	GRINL1A
axo24311-r_at	
axo09372-f_at	TCAP
axo18228-r_at	ABR
axo25007-f_at	
axo08440-f_at	PPAT
axo12384-r_at	TALDO1
axo18844-f_at	OSBPL9
axo30793-f_at	
axo23597-r_at	
axo10563-f_at	RPL22
axo16788-r_at	UBE2W
axo31550-f_at	
axo07989-f_at	ITGAV
axo10520-f_at	KIF23
axo18396-f_at	NOC3L
axo00679-f_at	JOSD2
axo10828-f_at	DGCR2
axo31514-f_at	
axo00722-f_at	MTG1
axo30601-f_at	
axo17651-r_at	NLN
axo23089-r_at	
axo10358-f_at	PRPF4
axo21646-f_at	
axo21787-f_at	
axo24995-f_at	
axo27666-f_at	
axo29690-f_at	
axo14424-f_at	PDS5B
axo13696-f_at	B4GALT2
axo14053-f_at	KIAA0247
axo31189-f_at	
axo03457-f_at	RASL11A
axo30963-f_at	
axo21707-f_at	
axo19642-f_at	AGXT2
axo12834-f_at	PHB2
axo16088-f_at	DONSON
axo03939-f_at	LOC100128274
axo15759-f_at	HSD17B7
axo06346-f_at	GPR107
axo05879-f_at	C14orf93
axo24000-f_at	
axo29105-f_at	
axo02138-f_at	
axo06449-f_at	LUZP1
axo12504-f_at	KIF2C
axo24959-f_at	
axo00191-f_at	LENG8
axo18203-f_at	RINT1
axo31180-f_at	
axo30039-f_at	
axo12643-f_at	RER1
axo25990-f_at	
axo06490-f_at	NEURL1B
axo25801-f_at	
axo09824-f_at	SLC1A3
axo11007-f_at	LMO7
axo23718-f_at	
axo12206-f_at	FARS2
axo13841-f_at	ITGB4
axo21725-r_at	
axo21450-f_at	FAM26F
axo18723-r_at	CARD14
axo00877-f_at	ZNF16
axo31631-f_at	
axo08980-f_at	TIMP2
axo09310-r_at	RGS5
axo13386-f_at	ST8SIA6
axo07892-r_at	GOLGA4
axo04803-r_at	DDC
axo09468-f_at	EIF3H
axo23463-f_at	
axo23892-f_at	
axo07082-f_at	AP3S1
axo02557-r_at	GPR180
axo13219-f_at	SF3B1
axo09899-f_at	MED27
axo04158-f_at	C4orf29
axo18371-f_at	NCAPG
axo08687-f_at	RGS7
axo15049-f_at	GEMIN5
axo19764-f_at	RUNDC2A
axo30696-f_at	
axo28501-f_at	
axo02455-f_at	TRIM50
axo15040-f_at	ATL3
axo11294-r_at	DNM1L
axo29967-f_at	
axo08222-r_at	MUC5B
axo10380-r_at	COX7A2L
axo19380-f_at	MAP2K2
axo07902-f_at	GRSF1
axo01816-f_at	ENPP6
axo06849-f_at	TANC1
axo17145-r_at	FBXW5
axo08255-r_at	MYL4
axo06824-f_at	RAP1GAP
axo06669-f_at	FGF1
axo04888-f_at	MYSM1
axo30513-f_at	
axo19802-r_at	FAM188B
axo24108-f_at	
axo31540-f_at	
axo18259-f_at	KATNAL1
axo15183-f_at	SERBP1
axo14005-r_at	IP6K2
axo29708-f_at	
axo04220-f_at	LFNG
axo09731-f_at	BNIP3
axo13059-f_s_at	RPS9
axo06784-r_s_at	TMEM205
axo19506-f_at	HNRNPA1
axo03492-f_at	LIG4
axo19058-f_at	LPCAT1
axo01578-r_at	C11orf65
axo00473-r_at	RAB24
axo17269-f_at	KIAA1217
axo04402-f_s_at	TPM3
axo02530-r_at	AGPAT6
axo01324-f_at	ZNF23
axo31507-f_at	
axo17055-f_at	A2BP1
axo01178-f_at	TOR1AIP2
axo16071-r_at	MED29
axo19064-f_at	THNSL1
axo07403-r_at	ACTA2
axo10627-f_at	JAK2
axo24389-f_at	
axo04892-f_at	ABCF1
axo10646-f_at	LIMS1
axo08381-f_at	PFKP
axo12375-f_at	RBP4
axo06567-r_at	TCTN2
axo12704-r_at	TNFAIP6
axo26935-f_at	
axo13578-f_at	KSR1
axo29816-f_at	
axo02708-f_at	C9orf85
axo08244-f_at	MYH6
axo11794-r_at	NSF
axo11128-f_at	C16orf42
axo01939-r_at	SGK3
axo04978-f_at	OBSCN
axo07687-r_at	CSNK1A1
axo00653-f_at	SYNE1
axo00328-f_at	CD97
axo06347-f_at	FAM47E
axo08273-f_s_at	NDUFS4
axo04295-r_at	USP44
axo01638-f_at	POLR1D
axo18366-f_at	ZFYVE20
axo07521-r_at	BCL6
axo14680-f_at	ACSBG1
axo09717-f_at	ANXA6
axo04114-r_at	
axo00698-f_at	SAMD1
axo31203-f_at	
axo02805-f_at	SYNE2
axo19648-f_at	C1QTNF2
axo18880-f_at	NARG2
axo04619-f_at	CREBBP
axo19113-f_at	CES3
axo07202-f_at	DUSP4
axo03627-r_at	STAT3
axo25191-f_at	
axo01655-r_at	C6orf170
axo31262-f_at	
axo29283-f_at	
axo18480-r_at	SNRNP35
axo19069-f_at	
axo02717-f_at	CMC1
axo26332-f_at	
axo03358-f_at	TJP2
axo10464-r_at	NMT2
axo15689-f_at	HSPA14
axo03357-f_at	RP1-21O18.1
axo10760-f_at	JMJD7-PLA2G4B
axo13575-f_at	UBL4A
axo10040-f_at	DDX10
axo11772-r_at	NEDD8
axo09748-f_at	CRYBB3
axo08204-f_at	MSMB
axo06038-r_at	AHI1
axo06864-r_at	SLCO5A1
axo31253-f_at	
axo02531-r_at	FBXO27
axo31346-f_at	
axo10146-f_at	HOXB7
axo04165-f_at	CDC42
axo19584-f_at	SOX7
axo14030-r_at	IP6K2
axo08193-r_at	MPV17
axo25229-f_at	
axo31677-f_at	
axo24688-f_at	
axo08184-f_at	MMP10
axo30818-f_at	
axo00412-f_at	TBX5
axo10346-f_at	LATS1
axo09925-r_at	MTRF1
axo10568-r_at	WTAP
axo20347-f_s_at	COL1A1
axo14190-f_at	NCAPD2
axo19963-f_at	ZNF527
axo12520-r_at	ADAP1
axo10227-f_at	PTGIS
axo13267-f_at	EIF3K
axo02131-f_at	MYCL1
axo07669-f_at	COX7B
axo06445-f_at	FBXO5
axo16802-f_at	PBRM1
axo05368-f_at	CDC27
axo01453-f_at	ZG16
axo00006-f_at	A2M
axo09770-f_at	STOM
axo04999-f_at	AMPD1
axo16168-r_at	GIN1
axo12779-f_at	DDX20
axo17396-f_at	OLFML3
axo13373-f_at	TMOD4
axo24510-f_at	
axo18769-r_at	FDXR
axo11553-f_at	MTHFD1
axo16972-r_at	PBK
axo24324-f_at	
axo00913-f_at	TPCN2
axo08935-r_at	TBP
axo17448-r_at	TULP4
axo03137-f_at	SEC24C
axo00518-f_at	DEDD2
axo01800-f_at	UBE2V1
axo15956-f_at	USP18
axo16378-f_at	DDX27
axo31347-f_at	
axo25503-f_at	
axo19315-f_at	WDR61
axo18454-r_at	DNMT3A
axo19408-f_at	PTDSS2
axo08020-f_at	KCNA3
axo14339-f_at	STK38L
axo13677-f_at	IL17RA
axo14855-f_at	PHF15
axo16111-r_at	SUV420H1
axo27256-f_at	
axo31491-f_at	
axo31614-f_at	
axo11288-f_at	TAF1A
axo15748-f_at	NIN
axo29843-f_at	
axo07145-f_at	DHX15
axo21847-f_at	
axo07274-f_at	FABP7
axo13583-f_at	ADAMTS3
axo18825-r_at	SNRNP25
axo09485-f_at	DNAH11
AFFX-r2-Ec-bioB-5_at	
axo27055-f_at	
axo19920-f_at	PCDHGC5
axo11240-f_at	SFRS4
axo02016-r_at	NSD1
axo14715-f_at	ARHGEF9
axo14885-f_at	KIAA1109
axo30584-f_at	
axo04733-f_at	TMEM223
axo24592-f_at	
axo26788-f_at	
axo04392-f_at	PVRL2
axo03009-r_at	ASB7
axo12200-f_at	KHDRBS1
axo14457-f_at	FTSJD2
axo08188-f_at	MN1
axo10817-f_at	CLEC2B
axo26064-f_at	
axo10038-r_s_at	DDX6
axo29413-f_at	
axo27050-f_at	
axo00706-f_at	SHF
axo24505-f_at	
axo19360-r_at	INTS5
axo07484-f_at	RHOG
axo00620-f_at	ZNF418
axo23525-f_at	
axo31212-f_at	
axo28099-f_at	
axo14615-r_at	SEPT6
axo16548-f_at	RBM28
axo11747-r_at	CAPZA2
axo12293-f_at	WASF3
axo14393-f_at	DOPEY1
axo18554-r_at	DEPDC6
axo14376-f_at	EXOSC7
axo04294-f_at	MSH2
axo06584-f_at	RBM24
axo14452-r_at	SETD1B
axo07478-f_at	ARF5
axo09549-r_at	PEX11A
axo15804-f_at	CUL4A
axo01564-r_at	SNRNP48
axo18362-f_at	NLE1
axo12312-f_at	TPBG
axo04616-r_at	CASZ1
axo16622-r_at	KLHL11
axo30482-f_at	
axo21605-r_at	
axo20017-f_at	KISS1R
axo07930-r_at	RBMX
axo14809-f_at	IGF2BP2
axo24360-f_at	
axo10085-r_at	PRIM1
axo12326-r_at	JTB
